locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKDPDCFA_01542	CDS	306				hypothetical protein
JKDPDCFA_01543	CDS	381				hypothetical protein
JKDPDCFA_01544	CDS	564				hypothetical protein
JKDPDCFA_01545	CDS	834	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JKDPDCFA_01546	CDS	927	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JKDPDCFA_01547	CDS	528				hypothetical protein
JKDPDCFA_01548	CDS	441				hypothetical protein
JKDPDCFA_01549	CDS	759			COG0330	putative protein
JKDPDCFA_01550	CDS	1398				hypothetical protein
JKDPDCFA_01551	CDS	1482				hypothetical protein
JKDPDCFA_01552	CDS	1038				hypothetical protein
JKDPDCFA_01553	CDS	447				hypothetical protein
JKDPDCFA_01554	CDS	777				hypothetical protein
JKDPDCFA_01555	CDS	312				hypothetical protein
JKDPDCFA_01556	CDS	1029				hypothetical protein
JKDPDCFA_01557	CDS	657				hypothetical protein
JKDPDCFA_01558	CDS	648				hypothetical protein
JKDPDCFA_01559	CDS	417				hypothetical protein
JKDPDCFA_01560	CDS	1197				hypothetical protein
JKDPDCFA_01561	CDS	225				hypothetical protein
JKDPDCFA_01562	CDS	1542	emrY			putative multidrug resistance protein EmrY
JKDPDCFA_01563	CDS	1065	namA	1.6.99.1	COG1902	NADPH dehydrogenase
JKDPDCFA_01564	CDS	774	yijE			putative cystine transporter YijE
JKDPDCFA_01565	CDS	1320	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
JKDPDCFA_01566	CDS	432				hypothetical protein
JKDPDCFA_01567	CDS	222	tatA			Sec-independent protein translocase protein TatA
JKDPDCFA_01568	CDS	1440	ccoN1_2	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
JKDPDCFA_01569	CDS	1167				hypothetical protein
JKDPDCFA_01570	CDS	288				hypothetical protein
JKDPDCFA_01571	CDS	510				hypothetical protein
JKDPDCFA_01572	CDS	318				hypothetical protein
JKDPDCFA_01573	CDS	1140	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
JKDPDCFA_01574	CDS	636				hypothetical protein
JKDPDCFA_01575	CDS	294				hypothetical protein
JKDPDCFA_01576	CDS	984				hypothetical protein
JKDPDCFA_01577	CDS	1080				hypothetical protein
JKDPDCFA_01578	CDS	771				hypothetical protein
JKDPDCFA_01579	CDS	1377	glnG		COG2204	DNA-binding transcriptional regulator NtrC
JKDPDCFA_01580	CDS	531				hypothetical protein
JKDPDCFA_01581	CDS	1521	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
JKDPDCFA_01582	CDS	951				hypothetical protein
JKDPDCFA_01583	CDS	171				hypothetical protein
JKDPDCFA_01584	CDS	621	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
JKDPDCFA_01585	CDS	570	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JKDPDCFA_01586	CDS	549		3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
JKDPDCFA_01587	CDS	999	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
JKDPDCFA_01588	CDS	870	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
JKDPDCFA_01589	CDS	1638	pyrG	6.3.4.2		CTP synthase
JKDPDCFA_01590	CDS	834	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
JKDPDCFA_01591	CDS	777	hldE_1		COG2870	Bifunctional protein HldE
JKDPDCFA_01592	CDS	282	hldE_2	2.7.7.70		Bifunctional protein HldE
JKDPDCFA_01593	CDS	672	spsB	3.4.21.89		Signal peptidase IB
JKDPDCFA_01594	CDS	1830	lepA	3.6.5.-		Elongation factor 4
JKDPDCFA_01595	CDS	1734				hypothetical protein
JKDPDCFA_01596	CDS	1308	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
JKDPDCFA_01597	CDS	2055				hypothetical protein
JKDPDCFA_01598	CDS	1065	rhaS			HTH-type transcriptional activator RhaS
JKDPDCFA_01599	CDS	1008	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
JKDPDCFA_01600	CDS	210				hypothetical protein
JKDPDCFA_01601	CDS	726	pdg			Ultraviolet N-glycosylase/AP lyase
JKDPDCFA_01602	CDS	2442	lon1	3.4.21.53	COG0466	Lon protease 1
JKDPDCFA_01603	CDS	444				hypothetical protein
JKDPDCFA_01604	CDS	1113	prfB			Peptide chain release factor 2
JKDPDCFA_01605	CDS	1575	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
JKDPDCFA_01606	CDS	540				hypothetical protein
JKDPDCFA_01607	CDS	468				hypothetical protein
JKDPDCFA_01608	CDS	1812	lig	6.5.1.1		DNA ligase
JKDPDCFA_01609	CDS	480				hypothetical protein
JKDPDCFA_01610	CDS	402				hypothetical protein
JKDPDCFA_01611	CDS	657	lon_1	3.4.21.53		Lon protease
JKDPDCFA_01612	CDS	903				hypothetical protein
JKDPDCFA_01613	CDS	522				hypothetical protein
JKDPDCFA_01614	CDS	1470	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JKDPDCFA_01615	CDS	1836	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
JKDPDCFA_01616	CDS	552				hypothetical protein
JKDPDCFA_01617	CDS	738				hypothetical protein
JKDPDCFA_01618	CDS	1755	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
JKDPDCFA_01619	CDS	1413	glnA	6.3.1.2		Glutamine synthetase
JKDPDCFA_01620	CDS	3474				hypothetical protein
JKDPDCFA_01621	CDS	1386	merA_3	1.16.1.1		Mercuric reductase
JKDPDCFA_01622	CDS	900				hypothetical protein
JKDPDCFA_01623	CDS	636				hypothetical protein
JKDPDCFA_01624	CDS	324	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
JKDPDCFA_01625	CDS	198				hypothetical protein
JKDPDCFA_01626	CDS	177				hypothetical protein
JKDPDCFA_01627	CDS	483	greA		COG0782	Transcription elongation factor GreA
JKDPDCFA_01628	CDS	3243	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
JKDPDCFA_01629	CDS	999				hypothetical protein
JKDPDCFA_01630	CDS	1098	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
JKDPDCFA_01631	CDS	1317	pyrC	3.5.2.3	COG0044	Dihydroorotase
JKDPDCFA_01632	CDS	927	pyrB	2.1.3.2		Aspartate carbamoyltransferase
JKDPDCFA_01633	CDS	600	pyrR		COG2065	Bifunctional protein PyrR
JKDPDCFA_01634	CDS	696				hypothetical protein
JKDPDCFA_01635	CDS	573		2.7.7.53	COG0537	AP-4-A phosphorylase
JKDPDCFA_01636	CDS	522				hypothetical protein
JKDPDCFA_01637	CDS	459				hypothetical protein
JKDPDCFA_01638	CDS	1215				hypothetical protein
JKDPDCFA_01639	CDS	507				hypothetical protein
JKDPDCFA_01640	CDS	405				hypothetical protein
JKDPDCFA_01641	CDS	663				hypothetical protein
JKDPDCFA_01642	CDS	369				hypothetical protein
JKDPDCFA_01643	CDS	1089				hypothetical protein
JKDPDCFA_01644	CDS	264				hypothetical protein
JKDPDCFA_01645	CDS	429				hypothetical protein
JKDPDCFA_01646	CDS	837		2.7.1.165	COG2379	D-glycerate 2-kinase
JKDPDCFA_01647	CDS	360				hypothetical protein
JKDPDCFA_01648	CDS	996	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
JKDPDCFA_01649	CDS	495				hypothetical protein
JKDPDCFA_01650	CDS	822				hypothetical protein
JKDPDCFA_01651	CDS	984	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
JKDPDCFA_01652	CDS	966				hypothetical protein
JKDPDCFA_01653	CDS	219				hypothetical protein
JKDPDCFA_01654	CDS	831				hypothetical protein
JKDPDCFA_01655	CDS	762	petB_2			Cytochrome b6
JKDPDCFA_01656	CDS	771	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
JKDPDCFA_01657	CDS	1842		1.18.1.2		Ferredoxin--NADP reductase
JKDPDCFA_01658	CDS	918	nadK	2.7.1.23	COG0061	NAD kinase
JKDPDCFA_01659	CDS	801				hypothetical protein
JKDPDCFA_01660	CDS	2301	lptD			LPS-assembly protein LptD
JKDPDCFA_01661	CDS	1335	fpgS	6.3.2.17		Folylpolyglutamate synthase
JKDPDCFA_01662	CDS	297	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JKDPDCFA_01663	CDS	621	accD_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
JKDPDCFA_01664	CDS	795	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
JKDPDCFA_01665	CDS	1239	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
JKDPDCFA_01666	CDS	639	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
JKDPDCFA_01667	CDS	825	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
JKDPDCFA_01668	CDS	1053	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
JKDPDCFA_01669	CDS	597	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
JKDPDCFA_01670	CDS	1506	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
JKDPDCFA_01671	CDS	1245	norR_4			Anaerobic nitric oxide reductase transcription regulator NorR
JKDPDCFA_01672	CDS	597	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
JKDPDCFA_01673	CDS	636				hypothetical protein
JKDPDCFA_01674	CDS	327				hypothetical protein
JKDPDCFA_01675	CDS	468				hypothetical protein
JKDPDCFA_01676	CDS	1329				hypothetical protein
JKDPDCFA_01677	CDS	270				hypothetical protein
JKDPDCFA_01678	CDS	567				hypothetical protein
JKDPDCFA_01679	CDS	1089	egtB	1.14.99.50		Hercynine oxygenase
JKDPDCFA_01680	CDS	558				hypothetical protein
JKDPDCFA_01681	CDS	468				hypothetical protein
JKDPDCFA_01682	CDS	207				hypothetical protein
JKDPDCFA_01683	CDS	432				hypothetical protein
JKDPDCFA_01684	CDS	207				hypothetical protein
JKDPDCFA_01685	CDS	333				hypothetical protein
JKDPDCFA_01686	CDS	531				hypothetical protein
JKDPDCFA_01687	CDS	201				hypothetical protein
JKDPDCFA_01688	CDS	234				hypothetical protein
JKDPDCFA_01689	CDS	132				hypothetical protein
JKDPDCFA_01690	CDS	720				hypothetical protein
JKDPDCFA_01691	CDS	339				Ferredoxin, 2Fe-2S
JKDPDCFA_01692	CDS	684	thrB_1	2.7.1.39		Homoserine kinase
JKDPDCFA_01693	CDS	273	thrB_2	2.7.1.39		Homoserine kinase
JKDPDCFA_01694	CDS	1107	pyrD	1.3.-.-		Dihydroorotate dehydrogenase
JKDPDCFA_01695	CDS	1437	dop_2	3.4.-.-		Pup deamidase/depupylase
JKDPDCFA_01696	CDS	756	prcA_2			Proteasome subunit alpha
JKDPDCFA_01697	CDS	798	prcB_2	3.4.25.1	COG0638	Proteasome subunit beta
JKDPDCFA_01698	CDS	195	ubact			Prokaryotic ubiquitin-like protein UBact
JKDPDCFA_01699	CDS	1536	dop_3	3.4.-.-		Depupylase
JKDPDCFA_01700	CDS	1728	mpa		COG0464	Proteasome-associated ATPase
JKDPDCFA_01701	CDS	1101	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
JKDPDCFA_01702	CDS	750	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
JKDPDCFA_01703	CDS	1152	kamA	5.4.3.2		L-lysine 2,3-aminomutase
JKDPDCFA_01704	CDS	1560				hypothetical protein
JKDPDCFA_01705	CDS	810	ccsA_1			Cytochrome c biogenesis protein CcsA
JKDPDCFA_01706	CDS	1359	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
JKDPDCFA_01707	CDS	945	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
JKDPDCFA_01708	CDS	1542	cysG_1	4.99.1.4		Siroheme synthase
JKDPDCFA_01709	CDS	981	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JKDPDCFA_01710	CDS	960	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
JKDPDCFA_01711	CDS	1545	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
JKDPDCFA_01712	CDS	531	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
JKDPDCFA_01713	CDS	1800	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
JKDPDCFA_01714	CDS	852	folP	2.5.1.15	COG0294	Dihydropteroate synthase
JKDPDCFA_01715	CDS	882	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
JKDPDCFA_01716	CDS	708				hypothetical protein
JKDPDCFA_01717	tRNA	76				tRNA-Asn(gtt)
JKDPDCFA_01718	CDS	468				hypothetical protein
JKDPDCFA_01719	CDS	639				hypothetical protein
JKDPDCFA_01720	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
JKDPDCFA_01721	CDS	660				hypothetical protein
JKDPDCFA_01722	CDS	1695	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
JKDPDCFA_01723	CDS	645				hypothetical protein
JKDPDCFA_01724	CDS	1161				hypothetical protein
JKDPDCFA_01725	CDS	723				hypothetical protein
JKDPDCFA_01726	CDS	2049	aaeB			p-hydroxybenzoic acid efflux pump subunit AaeB
JKDPDCFA_01727	CDS	207				hypothetical protein
JKDPDCFA_01728	CDS	900	aaeA		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
JKDPDCFA_01729	CDS	831				hypothetical protein
JKDPDCFA_01730	CDS	414				hypothetical protein
JKDPDCFA_01731	CDS	1149	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
JKDPDCFA_01732	CDS	1266				hypothetical protein
JKDPDCFA_01733	CDS	906				hypothetical protein
JKDPDCFA_01734	CDS	615				hypothetical protein
JKDPDCFA_01735	tRNA	75				tRNA-Gly(gcc)
JKDPDCFA_01736	CDS	723				hypothetical protein
JKDPDCFA_01737	CDS	360				hypothetical protein
JKDPDCFA_01738	CDS	324				hypothetical protein
JKDPDCFA_01739	CDS	1329				hypothetical protein
JKDPDCFA_01740	CDS	804				hypothetical protein
JKDPDCFA_01741	CDS	981				IS1595 family transposase ISLsp6
JKDPDCFA_01742	CDS	123				hypothetical protein
JKDPDCFA_01743	CDS	300				hypothetical protein
JKDPDCFA_01744	CDS	228				hypothetical protein
JKDPDCFA_01745	CDS	408				hypothetical protein
JKDPDCFA_01746	CDS	252				hypothetical protein
JKDPDCFA_01747	CDS	441				hypothetical protein
JKDPDCFA_01748	CDS	246				hypothetical protein
JKDPDCFA_01749	CDS	177				hypothetical protein
JKDPDCFA_01750	CDS	798	traD			Coupling protein TraD
JKDPDCFA_01751	CDS	195				hypothetical protein
JKDPDCFA_01752	CDS	3456	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
JKDPDCFA_01753	CDS	180				hypothetical protein
JKDPDCFA_01754	CDS	1017				hypothetical protein
JKDPDCFA_01755	CDS	687	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
JKDPDCFA_01756	CDS	2583	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
JKDPDCFA_01757	CDS	984	mdtA_2			Multidrug resistance protein MdtA
JKDPDCFA_01758	CDS	1236	czcC			Cobalt-zinc-cadmium resistance protein CzcC
JKDPDCFA_01759	CDS	228				hypothetical protein
JKDPDCFA_01760	CDS	384				hypothetical protein
JKDPDCFA_01761	CDS	306	ziaR			Transcriptional repressor SmtB 
JKDPDCFA_01762	CDS	1065	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
JKDPDCFA_01763	CDS	357				hypothetical protein
JKDPDCFA_01764	CDS	606				hypothetical protein
JKDPDCFA_01765	CDS	462				hypothetical protein
JKDPDCFA_01766	CDS	390				hypothetical protein
JKDPDCFA_01767	CDS	285				hypothetical protein
JKDPDCFA_01768	CDS	306				hypothetical protein
JKDPDCFA_01769	CDS	2319	silP	7.2.2.15		Silver exporting P-type ATPase
JKDPDCFA_01770	CDS	435				hypothetical protein
JKDPDCFA_01771	CDS	123				hypothetical protein
JKDPDCFA_01772	CDS	294				hypothetical protein
JKDPDCFA_01773	CDS	336				hypothetical protein
JKDPDCFA_01774	CDS	129				hypothetical protein
JKDPDCFA_01775	CDS	303				hypothetical protein
JKDPDCFA_01776	CDS	222				hypothetical protein
JKDPDCFA_01777	CDS	1032	xerC_4			Tyrosine recombinase XerC
JKDPDCFA_01778	CDS	717				hypothetical protein
JKDPDCFA_01779	CDS	2925	btuB			Vitamin B12 transporter BtuB
JKDPDCFA_01780	CDS	705	tolQ_3			Tol-Pal system protein TolQ
JKDPDCFA_01781	CDS	420	tolR_2			Tol-Pal system protein TolR
JKDPDCFA_01782	CDS	651				hypothetical protein
JKDPDCFA_01783	CDS	435				hypothetical protein
JKDPDCFA_01784	CDS	390	basR			Transcriptional regulatory protein BasR
JKDPDCFA_01785	CDS	1095				hypothetical protein
JKDPDCFA_01786	CDS	1113	recD_2	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
JKDPDCFA_01787	CDS	579	recD_3	3.1.11.5		RecBCD enzyme subunit RecD
JKDPDCFA_01788	CDS	3306	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
JKDPDCFA_01789	CDS	3195	recC	3.1.11.5		RecBCD enzyme subunit RecC
JKDPDCFA_01790	CDS	1005	adh	1.1.1.1		Alcohol dehydrogenase
JKDPDCFA_01791	CDS	546				hypothetical protein
JKDPDCFA_01792	CDS	1503	oprM		COG1538	Outer membrane protein OprM
JKDPDCFA_01793	CDS	3129	bepE			Efflux pump membrane transporter BepE
JKDPDCFA_01794	CDS	1158	acrA			Multidrug efflux pump subunit AcrA
JKDPDCFA_01795	CDS	1230				hypothetical protein
JKDPDCFA_01796	CDS	834				hypothetical protein
JKDPDCFA_01797	CDS	861				hypothetical protein
JKDPDCFA_01798	CDS	102				hypothetical protein
JKDPDCFA_01799	tRNA	76				tRNA-Lys(ctt)
JKDPDCFA_01800	CDS	1884	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
JKDPDCFA_01801	CDS	624				hypothetical protein
JKDPDCFA_01802	CDS	1296				hypothetical protein
JKDPDCFA_01803	CDS	1449				hypothetical protein
JKDPDCFA_01804	CDS	1374	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
JKDPDCFA_01805	CDS	444	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
JKDPDCFA_01806	CDS	1104	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
JKDPDCFA_01807	CDS	879				hypothetical protein
JKDPDCFA_01808	CDS	1566	pal_2			Peptidoglycan-associated lipoprotein
JKDPDCFA_01809	CDS	282				hypothetical protein
JKDPDCFA_01810	CDS	996				hypothetical protein
JKDPDCFA_01811	CDS	381				hypothetical protein
JKDPDCFA_01812	CDS	741				hypothetical protein
JKDPDCFA_01813	CDS	840				hypothetical protein
JKDPDCFA_01814	CDS	324				hypothetical protein
JKDPDCFA_01815	CDS	513				hypothetical protein
JKDPDCFA_01816	CDS	1392	norR_5			Anaerobic nitric oxide reductase transcription regulator NorR
JKDPDCFA_01817	CDS	558				hypothetical protein
JKDPDCFA_01818	CDS	441				hypothetical protein
JKDPDCFA_01819	CDS	342				hypothetical protein
JKDPDCFA_01820	CDS	1284	eno	4.2.1.11	COG0148	Enolase
JKDPDCFA_01821	CDS	501				hypothetical protein
JKDPDCFA_01822	CDS	684				hypothetical protein
JKDPDCFA_01823	CDS	1473	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
JKDPDCFA_01824	CDS	1479	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
JKDPDCFA_01825	CDS	366	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
JKDPDCFA_01826	CDS	447	GATC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial
JKDPDCFA_01827	CDS	2241	pcrA_2	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
JKDPDCFA_01828	CDS	762	tolB_2			Tol-Pal system protein TolB
JKDPDCFA_01829	CDS	528				hypothetical protein
JKDPDCFA_01830	CDS	744	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JKDPDCFA_01831	CDS	1104	glmS_3	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JKDPDCFA_01832	CDS	1410	glmU			Bifunctional protein GlmU
JKDPDCFA_01833	CDS	669				hypothetical protein
JKDPDCFA_01834	CDS	858				hypothetical protein
JKDPDCFA_01835	CDS	441	cadI		COG0346	Cadmium-induced protein CadI
JKDPDCFA_01836	CDS	144				hypothetical protein
JKDPDCFA_01837	CDS	279				hypothetical protein
JKDPDCFA_01838	CDS	840	SIRT5	2.3.1.286		NAD-dependent protein deacylase sirtuin-5, mitochondrial
JKDPDCFA_01839	CDS	231				hypothetical protein
JKDPDCFA_01840	CDS	453	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
JKDPDCFA_01841	CDS	480				hypothetical protein
JKDPDCFA_01842	CDS	606	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
JKDPDCFA_01843	CDS	651	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
JKDPDCFA_01844	CDS	1170	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
JKDPDCFA_01845	CDS	561	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
JKDPDCFA_01846	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JKDPDCFA_01847	CDS	1017	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
JKDPDCFA_01848	CDS	468	perR		COG0735	Peroxide-responsive repressor PerR
JKDPDCFA_01849	CDS	90				hypothetical protein
JKDPDCFA_01850	CDS	663	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
JKDPDCFA_01851	CDS	1032				hypothetical protein
JKDPDCFA_01852	CDS	813				hypothetical protein
JKDPDCFA_01853	CDS	2022	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JKDPDCFA_01854	CDS	792	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
JKDPDCFA_01855	CDS	495				hypothetical protein
JKDPDCFA_01856	CDS	531				hypothetical protein
JKDPDCFA_01857	CDS	1431	yhdG		COG0531	putative amino acid permease YhdG
JKDPDCFA_01858	CDS	999				hypothetical protein
JKDPDCFA_01859	CDS	297				hypothetical protein
JKDPDCFA_01860	CDS	528				hypothetical protein
JKDPDCFA_01861	CDS	1563				hypothetical protein
JKDPDCFA_01862	CDS	1956				hypothetical protein
JKDPDCFA_01863	CDS	1359	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
JKDPDCFA_01864	CDS	1398				hypothetical protein
JKDPDCFA_01865	CDS	183				hypothetical protein
JKDPDCFA_01866	CDS	633				hypothetical protein
JKDPDCFA_01867	CDS	1509	der		COG1160	GTPase Der
JKDPDCFA_01868	CDS	2400	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
JKDPDCFA_01869	CDS	969	norR_6			Anaerobic nitric oxide reductase transcription regulator NorR
JKDPDCFA_01870	CDS	624				hypothetical protein
JKDPDCFA_01871	CDS	1347	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
JKDPDCFA_01872	CDS	1734				hypothetical protein
JKDPDCFA_01873	CDS	606	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
JKDPDCFA_01874	CDS	432				hypothetical protein
JKDPDCFA_01875	CDS	744		1.-.-.-	COG4221	putative oxidoreductase
JKDPDCFA_01876	CDS	1407	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
JKDPDCFA_01877	CDS	1020		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
JKDPDCFA_01878	tRNA	76				tRNA-Ala(cgc)
JKDPDCFA_01879	CDS	624	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
JKDPDCFA_01880	CDS	1053	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
JKDPDCFA_01881	CDS	1065				hypothetical protein
JKDPDCFA_01882	CDS	1149				hypothetical protein
JKDPDCFA_01883	CDS	756	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
JKDPDCFA_01884	CDS	1209	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JKDPDCFA_01885	CDS	231	acpP		COG0236	Acyl carrier protein
JKDPDCFA_01886	CDS	756	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JKDPDCFA_01887	CDS	945	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
JKDPDCFA_01888	CDS	1026	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JKDPDCFA_01889	CDS	996	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
JKDPDCFA_01890	CDS	183	rpmF		COG0333	50S ribosomal protein L32
JKDPDCFA_01891	CDS	495				hypothetical protein
JKDPDCFA_01892	CDS	1269	proS	6.1.1.15	COG0442	Proline--tRNA ligase
JKDPDCFA_01893	CDS	1134	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
JKDPDCFA_01894	CDS	1065	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
JKDPDCFA_01895	CDS	1182	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
JKDPDCFA_01896	CDS	840				hypothetical protein
JKDPDCFA_01897	CDS	795	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
JKDPDCFA_01898	CDS	1929				hypothetical protein
JKDPDCFA_01899	CDS	1092	fhs_1	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
JKDPDCFA_01900	CDS	621	fhs_2	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
JKDPDCFA_01901	CDS	858	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
JKDPDCFA_01902	CDS	759	tatC		COG0805	Sec-independent protein translocase protein TatC
JKDPDCFA_01903	CDS	300	tatB			Sec-independent protein translocase protein TatB
JKDPDCFA_01904	CDS	237				hypothetical protein
JKDPDCFA_01905	CDS	615				hypothetical protein
JKDPDCFA_01906	CDS	648				hypothetical protein
JKDPDCFA_01907	CDS	1386	radA	3.6.4.-	COG1066	DNA repair protein RadA
JKDPDCFA_01908	CDS	744				hypothetical protein
JKDPDCFA_01909	CDS	645				hypothetical protein
JKDPDCFA_01910	CDS	168	pmbA_1	3.4.-.-	COG0312	Metalloprotease PmbA
JKDPDCFA_01911	CDS	1221	pmbA_2	3.4.-.-	COG0312	Metalloprotease PmbA
JKDPDCFA_01912	CDS	1293	tldD	3.4.-.-	COG0312	Metalloprotease TldD
